uuid,day_id,license,model,feature,requests_cnt,spent_amount
user_160,2025-04-11,Basic,Model_C,Feature_1,100.0,13.850000000000001
user_387,2025-05-22,Enterprise,Model_E,Feature_1,75.0,13.95
user_362,2025-03-28,Standard,Model_A,Feature_2,13.0,4.4
user_264,2025-03-21,Premium,Model_B,Feature_5,26.0,9.76
user_821,2025-03-17,Premium,Model_B,Feature_2,25.0,9.85
user_297,2025-05-12,Basic,Model_A,Feature_1,13.0,4.34
user_160,2025-03-27,Basic,Model_C,Feature_1,66.0,11.16
user_581,2025-05-29,Premium,Model_A,Feature_3,39.0,14.23
user_761,2025-04-05,Premium,Model_C,Feature_3,49.0,8.68
user_482,2025-04-09,Enterprise,Model_B,Feature_2,39.0,15.15
user_577,2025-03-07,Basic,Model_B,Feature_3,16.0,7.39
user_333,2025-05-16,Premium,Model_C,Feature_1,80.0,7.35
user_843,2025-04-20,Basic,Model_A,Feature_1,10.0,3.84
user_793,2025-03-11,Enterprise,Model_D,Feature_5,108.0,22.83
user_68,2025-05-23,Premium,Model_E,Feature_3,23.0,5.12
user_586,2025-03-04,Premium,Model_A,Feature_2,16.0,5.27
user_279,2025-04-24,Basic,Model_C,Feature_5,22.0,3.28
user_964,2025-05-23,Basic,Model_D,Feature_2,31.0,3.25
user_582,2025-03-06,Premium,Model_D,Feature_5,75.0,17.4
user_384,2025-05-23,Enterprise,Model_E,Feature_2,60.0,11.73
user_949,2025-05-26,Enterprise,Model_D,Feature_2,93.0,21.33
user_65,2025-05-06,Premium,Model_C,Feature_1,93.0,18.78
user_425,2025-04-10,Basic,Model_C,Feature_5,24.0,5.5
user_38,2025-03-25,Basic,Model_D,Feature_1,35.0,6.24
user_867,2025-03-06,Basic,Model_D,Feature_3,23.0,5.66
user_585,2025-03-19,Enterprise,Model_E,Feature_3,63.0,12.96
user_799,2025-03-31,Premium,Model_A,Feature_3,24.0,9.14
user_336,2025-04-09,Standard,Model_A,Feature_4,16.0,5.98
user_445,2025-05-30,Enterprise,Model_D,Feature_3,54.0,7.74
user_49,2025-05-05,Enterprise,Model_A,Feature_2,39.0,15.72
user_48,2025-05-29,Basic,Model_A,Feature_2,14.0,4.68
user_261,2025-03-25,Basic,Model_B,Feature_1,23.0,8.72
user_472,2025-03-06,Standard,Model_B,Feature_2,21.0,8.48
user_694,2025-03-28,Enterprise,Model_B,Feature_1,24.0,9.72
user_399,2025-03-22,Premium,Model_E,Feature_4,62.0,16.0
user_509,2025-05-01,Enterprise,Model_A,Feature_4,36.0,13.4
user_597,2025-03-18,Basic,Model_A,Feature_1,10.0,3.71
user_164,2025-03-04,Standard,Model_D,Feature_1,45.0,10.51
user_534,2025-04-29,Premium,Model_A,Feature_1,70.0,27.549999999999997
user_87,2025-04-21,Standard,Model_E,Feature_1,39.0,6.16
user_323,2025-04-28,Premium,Model_E,Feature_5,60.0,12.25
user_623,2025-03-08,Basic,Model_C,Feature_1,32.0,3.23
user_607,2025-03-11,Basic,Model_B,Feature_5,14.0,5.87
user_757,2025-03-01,Basic,Model_A,Feature_1,15.0,5.220000000000001
user_198,2025-05-29,Enterprise,Model_E,Feature_1,81.0,14.76
user_803,2025-04-15,Basic,Model_B,Feature_2,14.0,4.91
user_7,2025-04-28,Premium,Model_D,Feature_2,74.0,7.72
user_806,2025-05-23,Enterprise,Model_D,Feature_2,87.0,17.01
user_186,2025-03-04,Basic,Model_A,Feature_1,7.0,2.6
user_198,2025-04-07,Enterprise,Model_E,Feature_1,78.0,12.24
user_161,2025-03-23,Enterprise,Model_B,Feature_2,33.0,13.44
user_942,2025-04-14,Standard,Model_D,Feature_1,139.0,25.67
user_870,2025-05-10,Enterprise,Model_B,Feature_2,45.0,15.96
user_219,2025-03-21,Basic,Model_E,Feature_1,29.0,2.67
user_599,2025-04-23,Basic,Model_A,Feature_3,27.0,10.27
user_14,2025-04-10,Standard,Model_D,Feature_3,31.0,6.69
user_326,2025-03-16,Standard,Model_B,Feature_4,11.0,4.15
user_240,2025-03-21,Standard,Model_D,Feature_1,43.0,10.05
user_485,2025-05-09,Enterprise,Model_D,Feature_3,54.0,12.3
user_778,2025-03-27,Enterprise,Model_A,Feature_2,96.0,39.15
user_386,2025-04-22,Basic,Model_E,Feature_2,22.0,3.0
user_145,2025-04-30,Premium,Model_A,Feature_3,31.0,11.14
user_407,2025-05-08,Premium,Model_D,Feature_1,145.0,24.68
user_893,2025-04-20,Enterprise,Model_C,Feature_3,51.0,14.91
user_141,2025-05-13,Enterprise,Model_A,Feature_3,36.0,12.72
user_634,2025-04-18,Enterprise,Model_C,Feature_2,132.0,21.0
user_732,2025-05-01,Enterprise,Model_B,Feature_1,33.0,12.48
user_92,2025-04-17,Standard,Model_C,Feature_1,50.0,12.52
user_502,2025-03-26,Standard,Model_D,Feature_4,55.0,13.44
user_6,2025-04-08,Enterprise,Model_C,Feature_4,143.0,25.38
user_808,2025-04-21,Standard,Model_C,Feature_2,32.0,4.35
user_628,2025-04-07,Standard,Model_B,Feature_1,27.0,10.899999999999999
user_374,2025-05-09,Premium,Model_A,Feature_2,61.0,21.38
user_754,2025-04-25,Basic,Model_C,Feature_4,44.0,6.04
user_291,2025-03-14,Basic,Model_D,Feature_3,24.0,4.09
user_502,2025-04-29,Standard,Model_D,Feature_5,52.0,8.12
user_73,2025-03-11,Standard,Model_A,Feature_5,6.0,2.16
user_425,2025-03-06,Basic,Model_C,Feature_2,28.0,5.64
user_384,2025-05-21,Enterprise,Model_E,Feature_3,75.0,12.9
user_282,2025-04-25,Premium,Model_C,Feature_2,75.0,15.52
user_110,2025-05-28,Basic,Model_A,Feature_3,26.0,9.74
user_780,2025-04-07,Basic,Model_A,Feature_1,8.0,2.89
user_810,2025-03-04,Premium,Model_B,Feature_3,60.0,22.799999999999997
user_810,2025-03-13,Premium,Model_B,Feature_3,29.0,12.58
user_852,2025-04-16,Premium,Model_A,Feature_4,40.0,12.47
user_933,2025-04-04,Enterprise,Model_A,Feature_1,900.0,301.5
user_635,2025-05-29,Enterprise,Model_D,Feature_2,90.0,21.0
user_834,2025-03-05,Basic,Model_B,Feature_1,14.0,5.03
user_280,2025-05-02,Enterprise,Model_A,Feature_2,33.0,13.86
user_630,2025-04-17,Basic,Model_A,Feature_1,36.0,12.66
user_105,2025-03-25,Premium,Model_E,Feature_2,54.0,8.59
user_39,2025-03-17,Premium,Model_A,Feature_2,19.0,6.38
user_187,2025-05-31,Premium,Model_E,Feature_2,52.0,9.75
user_548,2025-04-17,Basic,Model_B,Feature_5,11.0,3.96
user_371,2025-03-23,Standard,Model_D,Feature_1,43.0,6.58
user_849,2025-04-16,Standard,Model_B,Feature_1,10.0,3.67
user_872,2025-04-22,Enterprise,Model_B,Feature_3,45.0,18.18
user_499,2025-05-15,Enterprise,Model_D,Feature_3,66.0,13.89
user_422,2025-05-05,Enterprise,Model_E,Feature_5,102.0,20.85
user_449,2025-03-25,Standard,Model_A,Feature_3,14.0,5.82
user_597,2025-05-08,Basic,Model_D,Feature_4,33.0,6.23
user_933,2025-05-16,Enterprise,Model_B,Feature_2,2400.0,925.5
user_106,2025-04-27,Standard,Model_C,Feature_1,102.0,25.54
user_86,2025-03-04,Premium,Model_B,Feature_2,54.0,21.509999999999998
user_611,2025-05-13,Standard,Model_A,Feature_1,32.0,10.83
user_961,2025-05-05,Standard,Model_D,Feature_1,42.0,8.61
user_198,2025-05-07,Enterprise,Model_E,Feature_1,69.0,13.44
user_429,2025-05-29,Basic,Model_D,Feature_2,36.0,6.24
user_746,2025-03-17,Basic,Model_D,Feature_3,21.0,3.27
user_828,2025-03-24,Premium,Model_D,Feature_5,67.0,12.87
user_671,2025-04-21,Standard,Model_C,Feature_1,52.0,10.23
user_570,2025-03-31,Premium,Model_B,Feature_2,24.0,9.27
user_727,2025-03-24,Basic,Model_B,Feature_3,13.0,4.4
user_750,2025-03-19,Standard,Model_C,Feature_1,50.0,9.66
user_200,2025-04-30,Basic,Model_A,Feature_2,9.0,3.2
user_221,2025-05-07,Basic,Model_C,Feature_1,35.0,7.54
user_776,2025-04-29,Standard,Model_D,Feature_1,80.0,18.990000000000002
user_704,2025-04-16,Standard,Model_A,Feature_1,11.0,4.65
user_137,2025-04-18,Enterprise,Model_A,Feature_5,24.0,9.03
user_111,2025-03-07,Standard,Model_A,Feature_1,18.0,6.9399999999999995
user_386,2025-04-12,Basic,Model_E,Feature_5,23.0,3.34
user_9,2025-05-13,Standard,Model_A,Feature_2,18.0,7.1
user_890,2025-03-07,Premium,Model_D,Feature_1,59.0,14.05
user_785,2025-05-16,Basic,Model_C,Feature_1,38.0,6.14
user_272,2025-04-17,Enterprise,Model_D,Feature_1,96.0,15.24
user_848,2025-03-12,Enterprise,Model_A,Feature_2,27.0,9.48
user_379,2025-05-23,Standard,Model_C,Feature_3,59.0,12.92
user_767,2025-04-23,Standard,Model_D,Feature_4,53.0,13.9
user_970,2025-05-13,Basic,Model_C,Feature_1,34.0,6.61
user_743,2025-05-09,Basic,Model_B,Feature_3,12.0,5.06
user_107,2025-03-03,Basic,Model_C,Feature_3,30.0,6.8
user_331,2025-05-21,Enterprise,Model_A,Feature_3,45.0,17.61
user_88,2025-04-28,Standard,Model_A,Feature_2,14.0,5.67
user_623,2025-04-11,Basic,Model_C,Feature_5,23.0,4.73
user_97,2025-03-06,Basic,Model_A,Feature_3,9.0,3.34
user_236,2025-03-06,Standard,Model_E,Feature_2,38.0,4.54
user_665,2025-04-24,Enterprise,Model_E,Feature_5,93.0,16.05
user_75,2025-03-05,Premium,Model_E,Feature_2,51.0,12.66
user_338,2025-03-16,Basic,Model_A,Feature_3,10.0,4.11
user_425,2025-04-07,Basic,Model_C,Feature_1,67.0,9.84
user_690,2025-05-01,Enterprise,Model_E,Feature_1,72.0,14.28
user_353,2025-03-18,Basic,Model_A,Feature_2,18.0,6.85
user_315,2025-05-06,Premium,Model_D,Feature_2,85.0,18.39
user_824,2025-03-10,Premium,Model_D,Feature_2,76.0,13.8
user_791,2025-03-24,Enterprise,Model_D,Feature_1,204.0,34.89
user_932,2025-05-22,Standard,Model_A,Feature_4,19.0,6.52
user_614,2025-05-30,Standard,Model_B,Feature_3,20.0,7.13
user_776,2025-03-22,Standard,Model_D,Feature_1,42.0,5.78
user_785,2025-05-17,Basic,Model_C,Feature_1,30.0,3.45
user_951,2025-05-23,Enterprise,Model_E,Feature_2,54.0,13.77
user_431,2025-03-18,Premium,Model_C,Feature_1,61.0,9.12
user_525,2025-05-02,Standard,Model_C,Feature_1,53.0,13.82
user_581,2025-05-22,Premium,Model_A,Feature_2,25.0,9.17
user_576,2025-03-25,Enterprise,Model_D,Feature_1,102.0,15.63
user_259,2025-05-15,Premium,Model_E,Feature_2,52.0,11.65
user_368,2025-03-27,Basic,Model_C,Feature_2,17.0,2.96
user_40,2025-03-24,Premium,Model_A,Feature_1,15.0,5.38
user_454,2025-04-06,Standard,Model_C,Feature_3,75.0,9.41
user_804,2025-03-18,Basic,Model_B,Feature_3,29.0,11.57
user_892,2025-05-23,Enterprise,Model_A,Feature_1,63.0,21.990000000000002
user_684,2025-03-11,Premium,Model_D,Feature_2,76.0,20.97
user_519,2025-04-29,Premium,Model_C,Feature_1,86.0,15.05
user_938,2025-05-22,Premium,Model_D,Feature_2,160.0,33.33
user_437,2025-05-05,Standard,Model_B,Feature_3,20.0,7.01
user_369,2025-03-30,Premium,Model_B,Feature_1,48.0,19.02
user_193,2025-05-11,Enterprise,Model_D,Feature_5,90.0,17.76
user_833,2025-05-02,Basic,Model_A,Feature_1,11.0,4.03
user_675,2025-05-15,Basic,Model_B,Feature_2,29.0,9.6
user_764,2025-04-16,Basic,Model_D,Feature_4,31.0,5.86
user_373,2025-03-07,Enterprise,Model_E,Feature_1,84.0,13.62
user_836,2025-03-12,Enterprise,Model_A,Feature_2,21.0,8.25
user_885,2025-04-17,Premium,Model_D,Feature_4,84.0,13.88
user_304,2025-04-21,Premium,Model_C,Feature_3,56.0,13.76
user_511,2025-04-17,Premium,Model_A,Feature_5,16.0,6.72
user_654,2025-03-03,Basic,Model_D,Feature_2,41.0,11.06
user_874,2025-04-25,Standard,Model_B,Feature_5,13.0,3.79
user_327,2025-03-03,Standard,Model_A,Feature_1,24.0,9.42
user_131,2025-03-26,Standard,Model_A,Feature_1,13.0,4.16
user_789,2025-05-18,Premium,Model_B,Feature_1,48.0,19.69
user_327,2025-05-22,Standard,Model_A,Feature_2,17.0,6.22
user_288,2025-05-04,Enterprise,Model_D,Feature_1,282.0,49.86
user_825,2025-03-26,Enterprise,Model_B,Feature_3,42.0,13.83
user_86,2025-03-24,Premium,Model_B,Feature_1,19.0,7.96
user_31,2025-03-18,Premium,Model_C,Feature_3,120.0,25.07
user_988,2025-05-30,Premium,Model_C,Feature_1,99.0,13.59
user_895,2025-04-18,Basic,Model_C,Feature_1,36.0,5.49
user_619,2025-03-04,Premium,Model_C,Feature_2,44.0,9.59
user_159,2025-04-30,Standard,Model_D,Feature_3,31.0,6.36
user_537,2025-05-19,Enterprise,Model_A,Feature_1,27.0,9.69
user_118,2025-03-25,Enterprise,Model_A,Feature_3,63.0,26.58
user_586,2025-05-15,Premium,Model_A,Feature_2,27.0,10.48
user_254,2025-04-15,Premium,Model_B,Feature_1,95.0,29.560000000000002
user_47,2025-04-29,Basic,Model_B,Feature_3,14.0,4.23
user_925,2025-04-05,Basic,Model_A,Feature_3,11.0,3.4
user_314,2025-05-06,Basic,Model_A,Feature_1,8.0,2.78
user_632,2025-03-13,Standard,Model_C,Feature_1,102.0,21.590000000000003
user_872,2025-04-09,Enterprise,Model_B,Feature_2,33.0,12.12
user_762,2025-04-24,Standard,Model_C,Feature_1,49.0,10.84
user_751,2025-03-14,Basic,Model_D,Feature_1,35.0,8.48
user_249,2025-04-18,Basic,Model_E,Feature_2,44.0,10.27
user_15,2025-04-20,Premium,Model_C,Feature_2,54.0,8.5
user_6,2025-05-18,Enterprise,Model_C,Feature_3,69.0,14.01
user_327,2025-04-18,Standard,Model_A,Feature_2,15.0,6.8
user_204,2025-03-12,Basic,Model_D,Feature_2,39.0,10.41
user_829,2025-03-20,Enterprise,Model_B,Feature_2,33.0,13.44
user_7,2025-03-10,Premium,Model_D,Feature_2,150.0,26.729999999999997
user_332,2025-05-26,Premium,Model_D,Feature_1,74.0,17.05
user_338,2025-05-25,Basic,Model_D,Feature_3,17.0,3.81
user_85,2025-05-08,Premium,Model_A,Feature_3,27.0,11.16
user_873,2025-05-16,Standard,Model_A,Feature_2,17.0,5.87
user_790,2025-03-24,Basic,Model_E,Feature_1,24.0,4.05
user_840,2025-04-13,Standard,Model_A,Feature_1,14.0,5.4
user_265,2025-05-15,Standard,Model_C,Feature_1,107.0,15.78
user_464,2025-05-28,Premium,Model_D,Feature_3,52.0,10.4
user_349,2025-05-09,Enterprise,Model_C,Feature_5,75.0,16.83
user_528,2025-03-27,Premium,Model_E,Feature_1,63.0,9.49
user_536,2025-03-13,Standard,Model_A,Feature_1,10.0,4.06
user_209,2025-03-18,Basic,Model_C,Feature_2,26.0,3.5
user_937,2025-04-22,Standard,Model_D,Feature_1,1700.0,304.5
user_838,2025-05-21,Enterprise,Model_B,Feature_3,42.0,15.54
user_236,2025-04-15,Standard,Model_E,Feature_2,28.0,5.85
user_864,2025-03-12,Premium,Model_A,Feature_1,17.0,5.51
user_155,2025-05-05,Enterprise,Model_A,Feature_2,24.0,9.45
user_787,2025-04-19,Enterprise,Model_A,Feature_3,48.0,13.17
user_516,2025-05-01,Standard,Model_D,Feature_3,63.0,8.79
user_285,2025-05-29,Enterprise,Model_B,Feature_3,39.0,14.49
user_390,2025-05-26,Basic,Model_A,Feature_1,22.0,9.280000000000001
user_222,2025-04-29,Basic,Model_D,Feature_1,30.0,4.76
user_196,2025-05-20,Enterprise,Model_B,Feature_4,8.0,2.62
user_374,2025-03-20,Premium,Model_A,Feature_2,42.0,17.380000000000003
user_148,2025-04-21,Premium,Model_B,Feature_1,49.0,18.9
user_314,2025-03-31,Basic,Model_A,Feature_4,15.0,5.29
user_259,2025-04-11,Premium,Model_A,Feature_1,30.0,10.87
user_97,2025-04-16,Basic,Model_A,Feature_2,11.0,3.81
user_791,2025-04-28,Enterprise,Model_D,Feature_3,126.0,23.880000000000003
user_68,2025-03-03,Premium,Model_E,Feature_1,60.0,12.9
user_599,2025-03-21,Basic,Model_D,Feature_1,33.0,7.0
user_501,2025-03-13,Standard,Model_D,Feature_3,31.0,5.11
user_458,2025-04-27,Standard,Model_A,Feature_5,10.0,3.78
user_498,2025-04-26,Basic,Model_D,Feature_1,24.0,4.21
user_857,2025-03-05,Standard,Model_B,Feature_1,32.0,11.4
user_673,2025-03-25,Premium,Model_B,Feature_1,30.0,11.03
user_353,2025-05-26,Basic,Model_A,Feature_3,14.0,5.7
user_115,2025-04-11,Standard,Model_A,Feature_3,18.0,6.5
user_825,2025-03-25,Enterprise,Model_B,Feature_4,16.0,5.9
user_719,2025-05-14,Standard,Model_C,Feature_2,27.0,5.21
user_954,2025-04-27,Enterprise,Model_E,Feature_2,60.0,16.92
user_151,2025-03-23,Standard,Model_C,Feature_3,39.0,6.55
user_608,2025-05-12,Basic,Model_C,Feature_2,21.0,3.81
user_278,2025-03-06,Premium,Model_B,Feature_2,44.0,17.619999999999997
user_762,2025-04-22,Standard,Model_C,Feature_3,28.0,5.84
user_667,2025-04-25,Premium,Model_A,Feature_2,28.0,9.26
user_325,2025-05-27,Premium,Model_D,Feature_1,88.0,16.09
user_949,2025-04-30,Enterprise,Model_D,Feature_2,207.0,41.28
user_95,2025-04-14,Enterprise,Model_A,Feature_3,33.0,11.67
user_730,2025-04-06,Basic,Model_D,Feature_2,36.0,5.79
user_313,2025-04-07,Basic,Model_D,Feature_3,37.0,7.51
user_87,2025-04-12,Standard,Model_C,Feature_2,36.0,7.84
user_21,2025-04-09,Premium,Model_B,Feature_1,41.0,15.05
user_207,2025-03-20,Premium,Model_B,Feature_2,26.0,8.78
user_669,2025-05-01,Premium,Model_C,Feature_1,96.0,22.58
user_402,2025-04-21,Enterprise,Model_B,Feature_4,11.0,3.8
user_897,2025-05-14,Enterprise,Model_A,Feature_3,45.0,17.13
user_392,2025-03-24,Basic,Model_A,Feature_1,6.0,2.02
user_434,2025-03-07,Enterprise,Model_D,Feature_3,69.0,10.5
user_762,2025-05-06,Standard,Model_C,Feature_3,38.0,6.41
user_338,2025-05-29,Basic,Model_A,Feature_3,12.0,4.37
user_78,2025-03-17,Basic,Model_A,Feature_4,12.0,4.06
user_773,2025-05-30,Standard,Model_A,Feature_3,17.0,6.68
user_163,2025-05-19,Enterprise,Model_C,Feature_3,69.0,14.58
user_885,2025-04-28,Premium,Model_D,Feature_1,76.0,18.58
user_674,2025-05-06,Basic,Model_A,Feature_3,12.0,5.05
user_246,2025-05-15,Basic,Model_A,Feature_1,31.0,10.47
user_455,2025-03-24,Basic,Model_B,Feature_1,10.0,3.92
user_203,2025-03-13,Basic,Model_A,Feature_1,7.0,2.38
user_115,2025-03-06,Standard,Model_A,Feature_2,11.0,5.38
user_52,2025-03-21,Basic,Model_B,Feature_2,11.0,4.09
user_569,2025-05-08,Premium,Model_C,Feature_2,42.0,7.98
user_38,2025-03-20,Basic,Model_D,Feature_4,36.0,7.24
user_296,2025-05-30,Enterprise,Model_E,Feature_1,66.0,12.75
user_200,2025-03-28,Basic,Model_B,Feature_3,17.0,5.69
user_363,2025-03-04,Enterprise,Model_A,Feature_1,30.0,10.74
user_555,2025-04-17,Basic,Model_A,Feature_1,11.0,4.01
user_742,2025-05-19,Standard,Model_D,Feature_3,28.0,6.43
user_406,2025-03-04,Basic,Model_D,Feature_3,45.0,8.96
user_34,2025-04-04,Enterprise,Model_D,Feature_1,201.0,28.89
user_177,2025-03-27,Premium,Model_E,Feature_3,84.0,16.2
user_143,2025-05-15,Standard,Model_A,Feature_3,18.0,7.13
user_880,2025-05-29,Enterprise,Model_C,Feature_4,155.0,15.68
user_166,2025-05-22,Basic,Model_D,Feature_1,33.0,6.18
user_552,2025-03-18,Basic,Model_A,Feature_3,10.0,3.82
user_414,2025-04-15,Premium,Model_B,Feature_1,25.0,9.81
user_910,2025-04-04,Premium,Model_E,Feature_2,62.0,11.59
user_526,2025-05-30,Enterprise,Model_A,Feature_2,39.0,13.29
user_51,2025-03-25,Basic,Model_A,Feature_2,8.0,2.85
user_461,2025-03-25,Standard,Model_C,Feature_3,45.0,9.88
user_188,2025-05-05,Enterprise,Model_D,Feature_1,102.0,22.62
user_363,2025-05-15,Enterprise,Model_A,Feature_1,60.0,19.05
user_617,2025-04-23,Premium,Model_C,Feature_5,35.0,7.4
user_569,2025-05-12,Premium,Model_C,Feature_2,52.0,7.99
user_900,2025-04-04,Enterprise,Model_D,Feature_1,102.0,22.77
user_563,2025-04-21,Premium,Model_E,Feature_2,42.0,11.14
user_269,2025-03-17,Basic,Model_B,Feature_1,25.0,9.42
user_438,2025-05-29,Standard,Model_E,Feature_3,56.0,12.0
user_386,2025-04-30,Basic,Model_E,Feature_3,35.0,5.9
user_43,2025-03-13,Enterprise,Model_C,Feature_3,186.0,38.58
user_793,2025-03-03,Enterprise,Model_C,Feature_4,110.0,19.94
user_136,2025-05-29,Premium,Model_B,Feature_2,34.0,12.0
user_220,2025-05-13,Standard,Model_B,Feature_5,18.0,6.89
user_799,2025-03-12,Premium,Model_A,Feature_3,21.0,7.63
user_203,2025-04-22,Basic,Model_A,Feature_1,19.0,7.68
user_554,2025-04-11,Standard,Model_D,Feature_3,21.0,4.41
user_104,2025-04-20,Premium,Model_A,Feature_3,26.0,10.16
user_560,2025-05-27,Basic,Model_A,Feature_2,9.0,2.77
user_720,2025-03-06,Enterprise,Model_B,Feature_3,96.0,39.75
user_808,2025-05-23,Standard,Model_D,Feature_1,45.0,8.69
user_625,2025-05-20,Standard,Model_D,Feature_2,43.0,6.85
user_881,2025-04-11,Standard,Model_A,Feature_5,8.0,3.21
user_814,2025-03-27,Premium,Model_E,Feature_1,126.0,20.91
user_486,2025-04-23,Enterprise,Model_E,Feature_4,103.0,21.89
user_78,2025-04-24,Basic,Model_E,Feature_3,24.0,4.16
user_530,2025-05-15,Enterprise,Model_A,Feature_3,33.0,11.25
user_582,2025-04-09,Premium,Model_D,Feature_3,38.0,8.26
user_93,2025-03-06,Premium,Model_D,Feature_1,148.0,34.54
user_358,2025-03-05,Basic,Model_A,Feature_1,8.0,2.8
user_915,2025-04-04,Premium,Model_A,Feature_1,20.0,7.25
user_232,2025-03-17,Enterprise,Model_D,Feature_1,105.0,23.37
user_208,2025-03-03,Basic,Model_C,Feature_1,38.0,7.11
user_38,2025-03-21,Basic,Model_D,Feature_1,70.0,14.25
user_746,2025-03-04,Basic,Model_D,Feature_2,76.0,16.68
user_176,2025-05-23,Premium,Model_E,Feature_1,56.0,8.46
user_631,2025-04-28,Basic,Model_C,Feature_1,33.0,6.53
user_109,2025-03-26,Premium,Model_B,Feature_3,32.0,10.02
user_246,2025-05-27,Basic,Model_A,Feature_2,25.0,9.31
user_579,2025-03-28,Enterprise,Model_A,Feature_2,36.0,11.76
user_28,2025-05-12,Basic,Model_B,Feature_2,13.0,5.06
user_184,2025-04-07,Standard,Model_A,Feature_1,28.0,10.010000000000002
user_711,2025-04-09,Basic,Model_E,Feature_2,24.0,5.1
user_874,2025-04-04,Standard,Model_B,Feature_2,18.0,6.48
user_432,2025-05-22,Premium,Model_B,Feature_1,28.0,11.36
user_498,2025-03-24,Basic,Model_D,Feature_5,27.0,3.69
user_490,2025-05-01,Premium,Model_A,Feature_1,45.0,16.86
user_656,2025-05-20,Standard,Model_B,Feature_5,20.0,7.1
user_719,2025-03-21,Standard,Model_C,Feature_3,45.0,9.16
user_183,2025-03-11,Premium,Model_E,Feature_3,43.0,8.55
user_470,2025-05-01,Enterprise,Model_B,Feature_3,42.0,12.87
user_578,2025-03-27,Basic,Model_C,Feature_2,11.0,2.39
user_769,2025-04-08,Basic,Model_C,Feature_1,35.0,5.29
user_411,2025-05-16,Standard,Model_E,Feature_1,64.0,12.64
user_90,2025-03-14,Premium,Model_B,Feature_2,21.0,7.38
user_215,2025-03-21,Premium,Model_B,Feature_2,26.0,9.17
user_38,2025-03-11,Basic,Model_D,Feature_1,41.0,8.43
user_789,2025-05-22,Premium,Model_B,Feature_3,30.0,11.38
user_920,2025-05-07,Premium,Model_A,Feature_2,27.0,11.53
user_6,2025-04-16,Enterprise,Model_C,Feature_1,117.0,21.45
user_768,2025-05-14,Basic,Model_C,Feature_5,19.0,3.03
user_104,2025-04-24,Premium,Model_A,Feature_2,24.0,7.87
user_422,2025-03-12,Enterprise,Model_A,Feature_5,18.0,7.35
user_248,2025-04-30,Basic,Model_D,Feature_3,40.0,5.75
user_4,2025-04-28,Enterprise,Model_A,Feature_4,43.0,14.02
user_32,2025-04-27,Enterprise,Model_C,Feature_3,72.0,15.57
user_887,2025-03-06,Standard,Model_C,Feature_3,43.0,9.69
user_651,2025-03-13,Enterprise,Model_B,Feature_3,84.0,29.67
user_494,2025-03-13,Standard,Model_B,Feature_1,14.0,5.63
user_567,2025-03-05,Standard,Model_C,Feature_1,57.0,11.16
user_437,2025-04-28,Standard,Model_A,Feature_3,20.0,5.87
user_588,2025-04-22,Standard,Model_D,Feature_3,34.0,4.86
user_38,2025-04-18,Basic,Model_D,Feature_1,38.0,9.2
user_496,2025-05-31,Enterprise,Model_A,Feature_1,72.0,29.25
user_300,2025-05-21,Standard,Model_E,Feature_1,74.0,15.04
user_793,2025-03-11,Enterprise,Model_D,Feature_1,111.0,24.63
user_838,2025-03-21,Enterprise,Model_E,Feature_1,96.0,13.95
user_242,2025-04-24,Enterprise,Model_A,Feature_3,39.0,14.55
user_953,2025-04-28,Enterprise,Model_C,Feature_2,54.0,7.38
user_770,2025-05-07,Standard,Model_D,Feature_2,88.0,17.36
user_768,2025-04-19,Basic,Model_D,Feature_1,36.0,8.86
user_362,2025-04-08,Standard,Model_A,Feature_3,17.0,6.82
user_105,2025-05-28,Premium,Model_E,Feature_3,28.0,6.35
user_443,2025-05-21,Standard,Model_B,Feature_3,20.0,7.42
user_89,2025-04-30,Standard,Model_B,Feature_2,20.0,7.57
user_728,2025-03-04,Premium,Model_A,Feature_2,16.0,5.49
user_657,2025-04-10,Standard,Model_D,Feature_1,49.0,8.81
user_113,2025-04-29,Standard,Model_B,Feature_1,25.0,8.5
user_922,2025-05-19,Basic,Model_D,Feature_3,24.0,4.19
user_200,2025-05-23,Basic,Model_B,Feature_2,27.0,10.530000000000001
user_116,2025-05-01,Standard,Model_A,Feature_2,14.0,5.32
user_223,2025-03-28,Enterprise,Model_B,Feature_1,27.0,10.11
user_954,2025-05-22,Enterprise,Model_E,Feature_4,122.0,25.06
user_972,2025-05-13,Basic,Model_A,Feature_3,15.0,5.9
user_171,2025-05-22,Premium,Model_B,Feature_1,25.0,12.27
user_148,2025-05-08,Premium,Model_B,Feature_4,9.0,2.82
user_495,2025-04-06,Enterprise,Model_C,Feature_1,96.0,17.37
user_44,2025-04-29,Enterprise,Model_A,Feature_1,21.0,7.32
user_268,2025-03-04,Basic,Model_B,Feature_2,10.0,4.15
user_981,2025-05-29,Basic,Model_D,Feature_1,27.0,6.26
user_678,2025-04-15,Premium,Model_A,Feature_1,23.0,8.82
user_742,2025-05-12,Standard,Model_D,Feature_1,42.0,8.2
user_85,2025-03-28,Premium,Model_A,Feature_2,48.0,17.07
user_825,2025-05-14,Enterprise,Model_B,Feature_3,51.0,18.72
user_771,2025-05-06,Basic,Model_C,Feature_2,12.0,2.31
user_575,2025-05-28,Premium,Model_E,Feature_2,111.0,22.700000000000003
user_354,2025-03-17,Basic,Model_D,Feature_1,37.0,8.11
